user,text,retweet_count,followers_count
NaijaNewsWire,VIDEO: How I was assaulted by security operatives during #EndSARSMemorial —E-hailing Driver https://t.co/xoxMl8UL33,0,1191
nifemioosa444,"Success is only meaningful and enjoyable if it feels like your own.

@nifemioosa444  world 

Grammy Anya Taylor-joy… https://t.co/limHzcn2bX",1,155
kessmusictv,VIDEO: How I was assaulted by security operatives during #EndSARSMemorial —E-hailing Driver https://t.co/CUKjy2g2hn,0,2366
Emeze8,"Never again......
Face you don't want to see in 2023
#EndSARS 
#EndSARSMemorial https://t.co/uBEKJ4IPwN",1,11
SeaRaid12,"@UchePOkoye Quick 1

Democracy
1. You can vote
2. You can protest

Nigeria
1. You vote but the court appoints 
2. P… https://t.co/AwPl2dtAwu",0,163
McJogoor,Forever in our heart #EndSARSMemorial https://t.co/gUdwfrgJj9,0,1340
UARPresident,"@henryshield 1000+ charges on his cow head by now.
He would have been blamed for the Sosoliso crash, Gadafi's death… https://t.co/nO44vJiTsZ",1,16
evedarl,I NEED MY DNA RESULTS: MAN FROM EDO STATE CRIED OUT FOR HÈLP https://t.co/xv47n1sv8H via @YouTube #edostatenews… https://t.co/ZxTVsWIHdl,1,62
TyReekDeen,"Saw it on Facebook...... 

We will Never Forget.
#EndSARSMemorial https://t.co/z8ydRBUjje",0,27
UnijosB,"@hamuzatweets @milonsonia628 https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Gr… https://t.co/N8dbz7eXNR",0,48
anniepenpainter,"@HRMIrene https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/9JjNziq2dP",0,218
anniepenpainter,"@NoahB91 @kacheiba https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates fr… https://t.co/jlIqWpFHiB",0,218
anniepenpainter,"@Fact https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from University… https://t.co/64IisU3DUC",0,218
anniepenpainter,"@vibes__N https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/7Z966ghJHp",0,218
anniepenpainter,"@teletubby__ https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/BGkO98nSxN",0,218
anniepenpainter,"@mister_ade5 https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/keiTHtydFU",0,218
anniepenpainter,"@filmrry @zisbagliato https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates… https://t.co/kQc3w5wVHc",0,218
Dave2478,Noticed that the man on white was shot on the leg and he couldn't run anymore #EndSARSMemorial https://t.co/F6egOvLnjc,1,180
anniepenpainter,"@UGmanofficial https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/lMZnUFgoWi",0,218
anniepenpainter,"@little_efya https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/ZSK5kTpCff",0,218
anniepenpainter,"@badcryptopod @FrankMillerInk https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally G… https://t.co/nCEEWrC4t6",0,218
anniepenpainter,"@Mr_Ceyram https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Unive… https://t.co/NPW1yXWJ7C",0,218
anniepenpainter,"@HommieYoung1 https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/UFi9b4sjww",0,218
anniepenpainter,"@ObongRoviel https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/sNKKPIPsgU",0,218
anniepenpainter,"@ALLO_io https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univers… https://t.co/p5a77SsQ3m",0,218
anniepenpainter,"@Korsogyimi https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univ… https://t.co/KiP3CZfiTA",0,218
anniepenpainter,"@Larbi_SarkCess https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from… https://t.co/V4d86XAyMa",0,218
anniepenpainter,"@sisi_alagboeko https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from… https://t.co/T1w2q7nbcG",0,218
anniepenpainter,"@HRMIrene https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/X6aA82WzHl",0,218
anniepenpainter,"@UGmanofficial https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/61fkSoJsYe",0,218
anniepenpainter,"@I_Am_Winter https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/XRnLomusGS",0,218
anniepenpainter,"@Fact https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from University… https://t.co/7eJt0HDGwV",0,218
anniepenpainter,"@royzkingin https://t.co/ATmbq6qNO1
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univ… https://t.co/pbxlkwUUK2",0,218
UnijosB,"@Tife_fabunmi https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/fmL3h8JCB9",0,48
UnijosB,"@fresh_stacy https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Uni… https://t.co/T9fuwpKLkR",0,48
UnijosB,"@OmoKiikan @Alex_Houseof308 @_VALKlNG @urPapaDeyCraze https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as… https://t.co/M9C6FcPOa0",0,48
UnijosB,"@Rozapepper01 https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/E05ZjCS0XF",0,48
UnijosB,"@prof_pius https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Unive… https://t.co/Cf7yu03JR6",0,48
UnijosB,"@rutie_xx https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/TlKfRcga04",0,48
UnijosB,"@A_Fizzo1 https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/sVaRD8DRrB",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/JbqVxedjn3",0,48
UnijosB,"@vibes__N https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/qCfPsARaq2",0,48
UnijosB,"@Hugo_Chiez https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univ… https://t.co/RDEgqpyvaD",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/EXeaOvPB2E",0,48
UnijosB,"@90sSophie https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Unive… https://t.co/9dATErZyws",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/rCL70Avwif",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/jFAzpdgM5H",0,48
UnijosB,"@bidemiistired https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/pU1eP6uTOb",0,48
UnijosB,"@ONCAT https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Universit… https://t.co/0Px6uBXinv",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/9Yy7es4FxU",0,48
UnijosB,"@Tife_fabunmi https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/RPhSVgRTff",0,48
forzuzupetzz,"Perfect Toys For Your Dogs
20% OFF
#dog #toys #cat #dogtoys #doghoodies
#worlds2021, #ariastaylorswift,… https://t.co/RJ3svbZKzJ",1,196
NaijaGoBeta1,"""October 20, 2020 drew the line. We must not forget what happened. Nigerians must not allow the rewarding of bad be… https://t.co/Fe95lgdLbA",17,3425
bidemi_brooke,"I am listening to the 
@ISWISPodcast  #EndSARSMemorial episode, it’s so disheartening to hear from the families aff… https://t.co/pvNl0kpa7U",1,2178
tripdarlyn,"@bosahgibson2 @AJStream @amnesty @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",3,109
tripdarlyn,"@Segolopade @AJStream @amnesty @channelstv  video on  #EndSARS shooting at lekki tollgate
#EndSARSMemorial
 https://t.co/6tcjjIt8hC",1,109
tripdarlyn,@adex40 @AJStream @amnesty @AmnestyNigeria @channelstv @BBCAfrica's piece: on #lekkitollgateshoooting… https://t.co/tKMNHjbFSa,1,109
habdulrasheedMa,"Hey Abuja , I've got great deal for you . This Honda Accord popularly known as EOD is going for sale at an amazing… https://t.co/2i96awVrG5",0,439
thebe786,"No one said only black lives matter. Sad times indeed. When we post rhinos we don't say Lions don't matter, whites… https://t.co/rDJlWJlnhH",0,224
UnijosB,"@CelebrityBarMan @davido https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Gradua… https://t.co/tfZS1gwULZ",0,48
UnijosB,"@afriqteens https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univ… https://t.co/oYrJnnMQ12",0,48
UnijosB,"@HRMIrene https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/jNLWkBpGjd",0,48
UnijosB,"@Haeeshah_ https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Unive… https://t.co/KWcQYGZUzK",0,48
UnijosB,"@TherealUGman https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/0wuubcSOkI",0,48
UnijosB,"@TherealUGman https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Un… https://t.co/P05j2CWUBw",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/cXmXHTV6c3",0,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/2o7NP2UxiT",0,48
UnijosB,"@HRMIrene https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Univer… https://t.co/XnYmMXziDM",2,48
UnijosB,"@UGmanofficial https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from U… https://t.co/tv6HXp3l1F",0,48
UnijosB,"@LIVEpositivity https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from… https://t.co/UYHyTLDGb8",0,48
UnijosB,"@bestofUOT https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from Unive… https://t.co/Tt47FP9HMs",0,48
UnijosB,"@_Seyifunmi_1NG https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from… https://t.co/9HNniambaw",0,48
UnijosB,"https://t.co/76z8mi0hXn
✌️✌️✌️✌️✌️✌️✌️✌️
Joyous in the Air as 'Aluta Jango' finally Graduates from University of Jo… https://t.co/8fGMEa56fu",0,48
chizzyofficia,"She rub'in my chest and she call me VIBE IN 
Wo take all you want I'd pay all the 
BILL 

#Hitsoon 

#oleinforever… https://t.co/1g2BAad56J",0,1028
janzenweyi,"Don't mention, it was a rare privilege for me to get a platform like yours to get my views across #Nigeria… https://t.co/BVzBdNUpan",0,25362
Jaceewonder,@MobilePunch Na today? It's been ages Nigerian government continues to violate human rights or we should remind you… https://t.co/RqmBwwQRjO,0,111
hideeflicks,WHO GAVE THE ORDER? #EndSARS #EndSARSMemorial https://t.co/cG6AnkjCtl,1,128
Voiceairmedia2,"#EndSARSmemorial : Turtured Uber driver to CP as N500m rogue cops' arrest demanded
https://t.co/M19OiFfkcJ",0,245
QueenRaffySpace,October is the month for the #EndSARSMemorial and on Bants With @SIRInyene talked about his experience capturing th… https://t.co/LEY5LFDYMA,3,16
TyDele,@AJStream I am happy @FemiOke decided to talk about #EndSARSMemorial today with @SavvyRinu and Fisayo and co,0,175
Sunabel73,"22-year-old Man Narrates How Police Officers Stripped Him And Flogged His Manhood 
#EndSARSMemorial  #Breaking… https://t.co/HzNHK8w8oE",0,91
Nemzolee,"Why sit in your house and make baseless claims? If people downplay the sacrifices of #EndSARSMemorial, una go dey v… https://t.co/MoggXXesdz",0,684
CitysportsNG,#EndSARSMemorial: Uber Driver Formally Petitions Lagos CP For Being Brutalized By Security Agents https://t.co/01911hEZDj,0,31
Fountainmedia,#EndSARSMemorial: Uber Driver Formally Petitions Lagos CP For Being Brutalized By Security Agents https://t.co/qbMvbSXgyH,0,195
chockieGabbana_,"Do you agree with me that Nigeria is now a continent.
We've countries like UAR, Oduduwa republic, Niger Delta Repub… https://t.co/xlaXGzMqAI",0,158
PatrickEholor,"I've Dragged The: FGN To Community of West African States (ECOWAS) Court holding at Abuja.
Prayed Court to Award me… https://t.co/FheYOxobRq",0,2
Flameboii241,"I can easily find England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 and USA 🇺🇸 out from this , as e hard to make a living here in Nigeria 🇳🇬 na so e… https://t.co/AHWlFjGX8i",2,75
iamshola,"Government (at all levels) has not done enough to #endpolicebrutality, #reformthepolice and meet the demands of the… https://t.co/p44o0WUFyk",1,19058
Anne_Khian,PILF. Last week I published a new Podcast episode about #EndSARSMemorial . Kindly check it out and leave a review.… https://t.co/W1RJtftVOq,0,51
pstarlife,@AishaYesufu We can #EndSARSMemorial,0,133
TalkoonNews,"Reality TV star, Gifty Powers, has responded to actress Etinosa who slammed her for hailing Davido.
#talkoonnews… https://t.co/uqi3J0XyV3",0,3227
StanleyEric4me,"When you think you've seen it all in this country 🤣🤣🤣🤣
#EndSARS #EndPoliceBrutality #EndSARSMemorial https://t.co/Avi1bLVsIM",1,256
Donkelvinsque,"October 26, 2021
Verse of the Day
As a father is kind to his children, so the LORD is kind to those who honour him.… https://t.co/R4wL7QQ6rb",2,863
SirPATI,There was a reason why the panel was stopped and then shameless ordered it back when they realized #EndSARSMemorial… https://t.co/lorYWCbag7,0,228
truthoofficial,"@ibukunmi_ @Tutsy22 Star Boy (@ProfOsinbajo), his hands are tied. That’s why he’s always standing like onlookers!🤣… https://t.co/UWi6gaehn1",0,156
PrernaDixit1243,"Bawandeep Kaur belongs to the far-flung Mahore area in Districvt Reasi and is the daughter of a school teacher, Par… https://t.co/lPxnbHReTt",0,1521
BangkokCheapHot,"The village in Samut Prakan was storm attacks. | Thailand Climate 
#EndSARSMemorial #Bitcoin #ARIAsTaylorSwift… https://t.co/Q6Qfmc0Tzd",0,47
